TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e002353,28,여,20,6,1,1,4,3,,4,11,3,3,44,44180,11,11110,42,42830,2,2,3,1,1,3,2,6,인천광역시,경기,2인 여행(가족 외),2023-06-03~2023-06-04,2,3,1,1
e000712,11,여,60,4,1,2,2,3,,3,7,3,15,44,44180,42,42830,46,46730,1,1,2,2,1,3,2,7,서울특별시,경기,나홀로 여행,2023-05-27~2023-05-27,2,6,1,0
e006838,41,여,30,6,1,2,2,3,,8,11,2,2,41,41390,41,41820,42,42750,1,2,2,2,2,2,3,7,경기도,경기,2인 가족 여행,2023-08-19~2023-08-19,1,2,5,1
e010470,41,남,20,5,2,1,3,12,,1,5,2,1,11,11110,42,42830,11,11680,4,1,1,4,4,1,1,4,경기도,서울,2인 여행(가족 외),2023-08-26~2023-08-26,2,1,4,1
e008754,41,남,20,5,2,1,3,12,,2,8,2,1,41,41820,42,42150,28,28237,3,2,4,2,2,5,2,5,경기도,서울,2인 여행(가족 외),2023-08-27~2023-08-27,6,1,3,1
e001300,11,여,30,5,1,1,1,3,,5,,3,3,41,41110,30,30140,26,26350,4,1,4,5,1,4,6,7,서울특별시,경기,2인 여행(가족 외),2023-05-27~2023-05-29,3,2,1,1
e007813,41,여,30,6,1,2,3,3,,3,7,2,3,11,11140,41,41480,41,41570,4,6,2,2,4,2,1,7,경기도,서울,자녀 동반 여행,2023-08-20~2023-08-20,7,8,3,2
e000339,30,남,20,6,1,1,3,12,,1,7,3,6,42,42210,41,41360,11,11215,3,2,2,3,4,1,3,4,대전광역시,경기,나홀로 여행,2023-05-27~2023-05-29,2,1,7,0
e011158,11,여,30,7,1,2,2,2,,5,8,4,1,44,44270,41,41820,28,28185,4,3,3,2,4,5,2,6,서울특별시,경기,2인 가족 여행,2023-08-26~2023-08-26,2,3,1,1
e006878,11,여,30,6,1,2,4,11,,1,5,2,1,41,41280,41,41630,41,41480,3,3,3,3,3,3,3,3,서울특별시,경기,자녀 동반 여행,2022-08-12~2022-08-12,2,6,3,3
e009606,11,남,30,8,1,2,2,2,,3,5,3,3,42,42150,26,26260,50,50110,2,2,2,2,3,3,3,5,서울특별시,경기,자녀 동반 여행,2023-08-26~2023-08-26,1,7,3,2
e003869,41,남,60,4,1,2,3,8,,5,7,3,2,46,46810,42,42150,50,50130,1,1,7,3,1,1,1,5,경기도,경기,자녀 동반 여행,2023-07-09~2023-07-09,3,2,9,2
e010234,44,여,30,6,1,1,4,3,,4,10,2,1,26,26500,30,30200,27,27230,3,1,5,3,6,3,2,6,충청남도,경기,부모 동반 여행,2023-08-27~2023-08-27,3,1,5,3
e007308,41,남,20,6,1,1,2,3,,4,6,2,1,42,42150,50,50130,26,26350,1,1,1,1,1,2,6,7,경기도,인천,2인 여행(가족 외),2023-08-19~2023-08-19,1,3,7,1
e011461,41,여,30,6,1,2,2,3,,8,11,3,3,50,50130,42,42150,48,48220,1,1,1,1,1,3,6,6,경기도,경기,자녀 동반 여행,2023-08-31~2023-08-31,7,8,3,2
e005905,41,남,60,6,1,2,2,3,,6,11,2,3,11,11110,11,11680,11,11215,5,6,2,7,7,6,6,2,경기도,서울,부모 동반 여행,2023-07-29~2023-07-29,10,,,3
e007984,41,여,30,4,1,2,2,1,,7,11,2,2,47,47930,26,26350,46,46130,1,7,3,1,4,4,5,7,경기도,경기,2인 가족 여행,2023-08-20~2023-08-20,3,1,7,1
e003513,11,남,30,6,2,1,4,12,,3,12,2,2,42,42210,42,42830,41,41820,1,1,4,3,5,3,7,5,서울특별시,경기,3인 이상 여행(가족 외),2023-06-21~2023-06-22,3,1,2,5
e002510,11,여,30,6,1,1,2,3,,6,6,2,1,50,50130,42,42150,41,41820,3,2,2,2,2,5,5,7,서울특별시,경기,2인 여행(가족 외),2023-06-16~2023-06-16,2,3,1,1
e006832,41,남,30,6,1,2,4,1,,7,7,2,1,42,42150,50,50130,11,11170,4,4,2,4,4,3,3,6,경기도,인천,자녀 동반 여행,2023-08-19~2023-08-19,7,8,3,1
e009334,41,남,30,6,1,1,3,8,,5,10,3,6,42,42150,42,42820,26,26350,2,2,6,4,2,2,6,6,경기도,서울,나홀로 여행,2023-08-26~2023-08-26,2,1,5,0
e010344,11,여,30,6,1,2,4,2,,3,8,2,1,41,41450,47,47170,27,27260,4,3,3,4,4,4,5,4,서울특별시,경기,자녀 동반 여행,2023-08-24~2023-08-24,3,7,2,2
e000652,41,남,40,7,1,2,3,3,,5,8,2,2,50,50130,42,42210,42,42760,5,2,4,2,5,5,3,6,경기도,경기,자녀 동반 여행,2023-05-20~2023-05-20,3,8,2,2
e000589,28,여,20,6,1,1,4,3,,4,12,2,1,26,26350,50,50110,30,30170,5,1,1,5,7,6,1,6,인천광역시,서울,2인 여행(가족 외),2023-05-17~2023-05-17,1,3,5,1
e010748,41,남,20,6,1,1,4,12,,2,8,3,10,28,28110,26,26350,50,50110,5,1,1,2,2,6,2,7,경기도,서울,2인 여행(가족 외),2023-08-26~2023-08-26,1,3,5,1
e000391,11,여,40,7,1,2,4,11,,1,9,2,2,50,50130,42,42830,11,11110,4,4,3,3,5,5,5,5,서울특별시,경기,3인 이상 여행(가족 외),2023-05-29~2023-05-29,1,3,7,3
e003119,41,여,20,4,1,1,4,13,,1,5,3,2,42,42210,26,26350,46,46130,3,5,5,4,6,4,5,2,경기도,경기,3인 이상 여행(가족 외),2023-06-22~2023-06-23,3,5,2,3
e011277,41,남,30,7,1,1,3,2,,2,5,2,2,42,42210,44,44825,11,11710,1,1,1,4,5,1,1,5,경기도,경기,나홀로 여행,2023-08-31~2023-08-31,1,4,8,0
e001006,48,여,20,6,1,1,5,3,,5,8,2,1,11,11620,26,26530,26,26350,5,3,3,5,6,3,3,2,경상남도,서울,나홀로 여행,2023-05-26~2023-05-29,1,7,2,0
e005558,30,여,30,6,1,2,4,3,,4,9,2,2,45,45730,26,26350,42,42150,3,2,2,2,2,6,6,6,대전광역시,서울,자녀 동반 여행,2023-07-30~2023-08-01,1,8,2,2
e005336,11,남,40,6,1,2,4,2,,6,6,3,8,42,42820,11,11110,26,26500,6,3,2,6,7,3,1,2,서울특별시,경기,자녀 동반 여행,2023-07-25~2023-07-25,3,1,7,2
e003315,41,남,20,6,1,1,1,2,,9,,3,3,42,42170,41,41820,42,42830,3,1,1,1,2,4,6,1,경기도,경기,2인 여행(가족 외),2023-07-08~2023-07-09,9,3,2,1
e004649,41,남,20,6,1,1,1,10,,6,,2,1,50,50110,42,42150,26,26350,3,2,2,4,2,3,2,6,경기도,경기,2인 여행(가족 외),2023-07-30~2023-07-31,1,2,3,1
e008743,11,여,30,6,1,1,4,3,,5,9,2,2,50,50130,28,28110,41,41820,6,3,3,3,3,3,2,2,서울특별시,경기,2인 여행(가족 외),2023-08-27~2023-08-27,7,1,3,1
e010362,28,남,30,4,1,2,2,7,,7,8,2,2,42,42830,48,48840,48,48860,2,1,6,3,2,4,5,6,인천광역시,경기,2인 가족 여행,2023-08-26~2023-08-26,5,8,1,1
e001496,11,남,40,6,1,2,3,2,,6,10,3,2,50,50130,42,42210,26,26350,1,1,1,1,1,3,1,4,서울특별시,경기,자녀 동반 여행,2023-06-04~2023-06-06,3,1,2,7
e008788,28,여,30,5,1,2,5,1,,6,8,2,2,42,42810,46,46810,41,41280,1,1,4,1,1,4,1,7,인천광역시,경기,2인 여행(가족 외),2023-08-22~2023-08-22,10,,,1
e007675,41,여,20,6,1,1,5,3,,5,10,4,1,41,41110,11,11680,42,42150,1,1,1,4,4,3,5,5,경기도,서울,2인 여행(가족 외),2023-08-19~2023-08-19,3,1,6,1
e004481,11,남,20,6,1,1,5,2,,6,8,1,2,26,26500,42,42230,26,26230,4,1,2,4,5,3,4,6,서울특별시,경기,2인 여행(가족 외),2023-07-01~2023-07-02,3,1,4,1
e002370,41,남,30,6,1,1,1,2,,4,,2,2,42,42150,44,44150,50,50110,2,4,3,3,3,4,4,4,충청남도,경기,2인 여행(가족 외),2023-06-04~2023-06-05,3,7,1,1
e006149,11,남,30,5,1,2,2,11,,1,5,4,2,26,26350,42,42210,46,46820,1,1,1,4,1,6,1,7,서울특별시,경기,2인 여행(가족 외),2023-08-05~2023-08-06,2,5,9,1
e003437,11,여,40,5,1,2,2,4,,4,7,2,1,42,42210,41,41820,41,41590,1,7,1,1,4,3,3,6,서울특별시,경기,2인 가족 여행,2023-06-17~2023-06-17,6,4,2,1
e002783,43,남,20,4,1,1,3,13,,1,7,2,1,11,11110,50,50130,50,50110,3,1,2,3,3,1,3,6,서울특별시,경기,2인 여행(가족 외),2023-07-08~2023-07-09,3,9,2,1
e003938,41,남,20,5,1,2,2,3,,5,8,2,3,11,11680,42,42150,41,41820,4,1,1,1,1,1,1,7,경기도,경기,2인 가족 여행,2023-07-01~2023-07-02,1,7,5,1
e004215,41,여,30,6,1,1,4,3,,4,10,2,1,47,47130,11,11110,30,30140,6,3,3,5,5,6,3,6,경기도,서울,2인 여행(가족 외),2023-07-01~2023-07-02,4,1,3,1
e007734,28,남,20,4,1,1,4,12,,1,7,3,2,11,11680,26,26110,41,41190,7,5,3,1,1,6,7,1,인천광역시,경기,3인 이상 여행(가족 외),2023-08-19~2023-08-19,3,6,8,2
e003177,11,여,20,6,1,1,2,3,,5,8,2,1,50,50130,42,42170,26,26500,1,1,1,1,1,5,2,7,서울특별시,경기,2인 여행(가족 외),2023-07-07~2023-07-08,7,3,2,1
e007654,11,여,30,6,1,1,4,12,,1,7,3,2,26,26350,50,50130,42,42150,3,3,2,2,3,6,6,6,서울특별시,인천,3인 이상 여행(가족 외),2023-08-28~2023-08-28,1,2,3,2
e003876,41,남,60,6,1,2,3,3,,5,9,3,3,50,50130,46,46130,42,42210,2,2,1,6,6,4,2,2,경기도,서울,2인 여행(가족 외),2023-07-02~2023-07-02,3,1,2,1
e000880,41,여,30,5,1,2,2,5,,4,10,2,1,50,50110,42,42820,26,26710,1,1,4,4,1,4,4,7,경기도,인천,2인 가족 여행,2023-05-29~2023-05-30,3,2,1,1
e000749,11,남,20,6,1,1,3,3,,4,7,3,3,42,42820,50,50110,28,28710,1,1,2,1,4,4,1,7,서울특별시,경기,2인 여행(가족 외),2023-05-21~2023-05-21,9,3,2,1
e010292,41,여,20,6,1,1,1,2,,4,,2,1,50,50130,26,26350,42,42150,4,4,3,3,4,4,4,4,경기도,서울,2인 여행(가족 외),2023-08-26~2023-08-26,7,3,10,1
e008050,11,여,20,6,1,1,1,2,,5,,3,6,42,42150,26,26500,42,42230,6,1,1,1,7,4,2,7,서울특별시,인천,나홀로 여행,2023-08-21~2023-08-21,7,5,1,0
e000769,41,여,30,6,1,2,3,2,,6,8,1,1,41,41110,42,42830,50,50130,2,1,1,4,4,2,5,6,경기도,경기,자녀 동반 여행,2023-05-20~2023-05-20,3,7,10,2
e003952,28,여,30,4,1,2,6,1,,3,6,2,1,50,50130,42,42150,43,43750,6,1,3,1,2,5,2,7,인천광역시,경기,자녀 동반 여행,2023-06-24~2023-06-24,2,3,1,2
e007250,41,여,20,6,2,1,1,12,,2,,2,1,11,11680,50,50110,31,31140,6,2,3,3,6,1,2,7,경기도,서울,2인 여행(가족 외),2023-08-15~2023-08-15,1,3,7,1
e000853,11,남,30,6,1,2,3,2,,6,10,1,1,41,41460,41,41410,42,42210,4,7,4,1,4,7,1,7,서울특별시,경기,자녀 동반 여행,2023-05-28~2023-05-28,1,3,8,2
e012445,28,남,20,6,3,1,1,12,,1,,3,2,50,50110,42,42210,26,26350,5,2,2,3,6,3,4,6,인천광역시,서울,나홀로 여행,2023-08-30~2023-08-30,2,6,,0
e001258,48,남,40,5,1,2,4,11,,6,6,3,6,11,11110,42,42230,47,47130,7,1,1,7,1,7,7,1,경상남도,서울,자녀 동반 여행,2023-05-27~2023-05-28,3,8,7,3
e005525,41,여,30,5,1,1,3,3,,5,10,2,2,11,11110,42,42210,50,50130,3,3,3,3,5,5,2,6,경기도,경기,2인 여행(가족 외),2023-07-30~2023-07-30,3,1,7,1
e001042,41,여,60,5,4,2,3,3,,5,11,2,20,42,42210,41,41610,26,26170,4,2,2,2,4,4,4,4,경기도,경기,3대 동반 여행(친척 포함),2023-06-02~2023-06-04,2,7,4,3
e004136,11,여,20,6,5,1,1,3,,4,,2,1,50,50130,47,47130,26,26500,5,6,6,4,3,6,6,3,서울특별시,경기,나홀로 여행,2023-07-08~2023-07-08,1,7,5,0
e008460,28,남,20,6,5,1,4,12,,2,10,3,3,42,42210,50,50130,26,26350,4,5,5,6,6,4,6,6,인천광역시,경기,2인 여행(가족 외),2023-08-23~2023-08-23,3,1,5,1
e007171,41,여,20,7,5,1,2,2,,4,4,2,4,11,11680,41,41130,11,11710,7,7,1,1,7,7,1,7,경기도,서울,2인 여행(가족 외),2023-08-12~2023-08-12,7,3,1,1
e004018,11,남,30,6,1,1,1,2,,7,,3,3,42,42830,26,26350,28,28177,2,2,2,6,4,2,5,1,서울특별시,경기,2인 여행(가족 외),2023-07-05~2023-07-05,2,1,3,1
e004233,41,여,40,6,1,1,2,3,,5,6,2,1,42,42210,46,46130,41,41480,1,6,3,2,2,6,2,6,경기도,경기,2인 가족 여행,2023-07-01~2023-07-01,2,1,3,1
e005646,26,남,20,6,2,1,4,12,,1,6,2,1,11,11110,11,11320,11,11440,2,2,2,6,6,6,2,2,부산광역시,서울,나홀로 여행,2023-07-28~2023-07-30,8,1,4,0
e003551,11,남,20,6,1,1,2,4,,3,4,3,8,42,42150,50,50110,41,41830,3,1,1,5,2,6,1,7,경기도,경기,2인 여행(가족 외),2023-06-24~2023-06-25,1,2,3,1
e000921,42,남,30,6,1,1,1,4,,4,,2,1,26,26350,42,42210,41,41190,1,1,2,2,2,3,3,7,강원도,경기,나홀로 여행,2023-05-24~2023-05-26,1,2,6,0
e009742,41,남,40,6,1,2,4,3,,7,7,2,1,31,31110,27,27260,26,26260,5,6,6,4,6,6,3,4,경기도,서울,나홀로 여행,2023-08-23~2023-08-23,1,2,,0
e006418,41,여,30,7,1,2,3,2,,5,8,2,1,42,42150,50,50130,43,43150,2,1,1,4,2,1,1,6,서울특별시,경기,자녀 동반 여행,2023-08-05~2023-08-05,1,3,6,2
e001077,41,여,60,6,1,2,4,11,,5,12,3,2,42,42150,42,42230,50,50130,4,6,4,4,5,3,5,6,경기도,경기,자녀 동반 여행,2023-06-02~2023-06-02,3,7,8,1
e000843,11,남,40,7,1,2,4,1,,5,5,2,2,11,11260,42,42150,44,44825,1,4,2,3,2,5,3,4,서울특별시,경기,자녀 동반 여행,2023-05-29~2023-05-29,3,6,1,3
e005777,11,남,30,6,1,1,1,3,,4,,3,1,50,50110,26,26350,30,30200,6,2,2,1,2,5,3,5,서울특별시,경기,2인 여행(가족 외),2023-07-29~2023-07-29,3,1,2,1
e007846,30,남,50,7,1,1,1,3,,7,,3,10,42,42810,46,46130,50,50130,1,1,1,5,1,5,1,3,대전광역시,서울,3인 이상 여행(가족 외),2023-08-19~2023-08-19,3,1,2,3
e002500,11,여,30,6,1,2,1,3,,8,,3,4,42,42150,26,26350,28,28710,3,3,2,1,4,5,3,6,서울특별시,경기,나홀로 여행,2023-06-17~2023-06-18,7,2,4,0
e008315,11,여,20,6,1,1,2,3,,4,7,3,6,42,42210,42,42150,26,26350,2,5,3,6,5,7,2,7,서울특별시,경기,나홀로 여행,2023-08-27~2023-08-27,1,5,7,0
e005841,41,여,20,6,1,1,3,3,,4,7,3,10,42,42210,50,50110,27,27710,2,1,6,2,1,5,6,2,경기도,서울,2인 여행(가족 외),2023-08-03~2023-08-04,7,1,3,1
e000978,41,여,20,6,1,1,3,2,,3,3,2,2,42,42760,41,41550,46,46150,1,1,1,4,4,3,6,6,경기도,경기,나홀로 여행,2023-06-06~2023-06-06,1,2,8,0
e010071,42,여,20,4,1,1,2,12,,2,2,2,2,42,42210,11,11680,26,26350,5,1,1,5,6,2,2,3,강원도,서울,나홀로 여행,2023-08-26~2023-08-26,1,8,7,0
e005259,27,남,30,6,1,1,4,3,,4,8,2,2,50,50130,46,46130,26,26350,3,3,3,4,4,2,4,7,대구광역시,서울,2인 여행(가족 외),2023-07-17~2023-07-19,8,1,5,1
e001055,11,남,20,4,1,1,5,2,,5,6,2,1,41,41110,50,50130,41,41460,2,2,5,1,2,2,5,5,서울특별시,경기,2인 여행(가족 외),2023-06-05~2023-06-05,1,3,2,1
e003537,41,남,40,5,1,2,4,8,,4,6,2,1,26,26350,41,41670,42,42150,2,2,4,3,2,5,6,2,경기도,경기,자녀 동반 여행,2023-07-09~2023-07-09,3,7,1,3
e006597,11,여,30,6,1,2,1,3,,6,,3,4,48,48120,42,42150,26,26350,2,2,2,2,3,3,2,2,서울특별시,인천,나홀로 여행,2023-08-20~2023-08-20,6,7,2,0
e003921,11,남,40,6,1,2,4,3,,5,9,2,2,41,41820,42,42210,46,46720,2,2,2,3,2,3,2,4,서울특별시,경기,자녀 동반 여행,2023-06-25~2023-06-25,5,7,2,3
e003345,11,여,20,6,1,1,3,2,,4,5,3,3,41,41830,50,50130,42,42150,1,1,1,1,1,1,1,7,서울특별시,경기,2인 여행(가족 외),2023-07-01~2023-07-01,3,2,1,1
e003750,29,남,40,7,2,2,3,2,,5,12,2,1,50,50130,46,46130,11,11170,2,4,2,1,4,7,1,3,광주광역시,서울,3인 이상 여행(가족 외),2023-07-01~2023-07-01,8,7,3,7
e000459,42,여,30,6,4,1,4,3,,4,12,3,4,42,42210,46,46150,11,11680,3,1,4,3,3,3,1,5,강원도,서울,2인 가족 여행,2023-05-27~2023-05-29,2,7,3,1
e003692,41,남,20,4,1,1,3,12,,2,3,2,1,41,41110,27,27110,42,42170,6,2,1,4,3,6,2,7,경기도,서울,2인 여행(가족 외),2023-06-21~2023-06-22,3,1,9,1
e007330,28,남,30,6,1,2,3,2,,1,6,2,2,41,41480,28,28110,50,50130,4,6,6,4,6,6,2,6,인천광역시,경기,자녀 동반 여행,2023-08-19~2023-08-19,3,7,1,2
e010711,41,남,30,5,1,1,1,2,,6,,2,1,41,41110,47,47110,26,26500,4,3,3,2,2,2,5,2,서울특별시,경기,2인 여행(가족 외),2023-08-27~2023-08-27,1,2,,1
e004320,30,남,30,4,1,1,4,12,,1,6,3,2,11,11530,11,11680,50,50110,7,5,7,2,2,3,4,5,대전광역시,서울,2인 가족 여행,2023-06-30~2023-07-01,3,1,2,1
e001985,11,여,30,7,1,1,3,2,,5,12,2,2,41,41820,42,42210,42,42760,2,2,2,2,2,3,2,2,서울특별시,경기,2인 여행(가족 외),2023-06-03~2023-06-03,3,9,7,1
e012444,11,여,20,6,1,1,1,2,,5,,2,1,48,48120,41,41480,48,48250,4,4,4,4,4,4,4,4,서울특별시,인천,2인 여행(가족 외),2023-08-30~2023-08-30,3,4,,1
e007553,41,여,30,6,1,2,3,2,,4,9,3,3,41,41460,50,50130,11,11110,2,1,1,1,1,1,1,3,경기도,경기,자녀 동반 여행,2023-08-24~2023-08-24,3,7,8,1
e007751,11,여,30,5,1,1,4,4,,4,12,2,1,42,42150,26,26200,27,27260,7,6,5,6,2,2,2,3,서울특별시,인천,2인 여행(가족 외),2023-08-19~2023-08-19,7,1,2,1
e007476,11,여,20,6,5,1,4,2,,5,7,3,4,41,41360,42,42150,50,50130,2,2,3,4,3,4,5,5,서울특별시,경기,2인 가족 여행,2023-08-22~2023-08-22,1,10,3,1
e000394,41,여,40,6,1,2,3,11,,1,8,2,1,42,42830,48,48850,43,43130,2,2,1,6,6,4,4,7,경기도,서울,자녀 동반 여행,2023-05-20~2023-05-20,7,3,8,2
e002613,41,여,20,4,1,1,1,2,,4,,3,2,50,50110,11,11110,42,42210,2,1,2,2,4,3,2,2,서울특별시,경기,나홀로 여행,2023-06-24~2023-06-24,4,2,7,0
e007520,28,남,40,6,1,2,3,3,,6,7,3,2,50,50130,50,50110,46,46130,7,1,1,2,3,7,1,3,인천광역시,서울,2인 가족 여행,2023-08-15~2023-08-15,3,7,1,1
e001555,48,여,20,6,1,1,4,4,,4,8,2,2,46,46150,48,48310,11,11440,2,2,2,5,6,2,2,5,경상남도,서울,2인 여행(가족 외),2023-05-31~2023-06-02,1,3,5,1
e006013,41,남,40,6,1,2,3,2,,7,8,3,4,42,42210,26,26350,45,45110,6,2,2,5,1,7,1,6,경기도,경기,자녀 동반 여행,2023-07-31~2023-08-02,3,2,1,2
e007665,27,남,30,7,1,1,2,2,,10,11,2,2,30,30200,48,48840,11,11440,6,3,2,2,3,5,2,6,대구광역시,서울,나홀로 여행,2023-08-29~2023-08-29,7,10,1,0
e007588,41,여,30,6,1,1,3,3,,4,5,3,3,50,50130,43,43800,48,48850,1,5,5,3,1,4,6,4,경기도,경기,나홀로 여행,2023-08-19~2023-08-19,1,2,5,0
e003142,41,남,40,6,1,2,4,2,,5,6,2,1,42,42150,46,46130,41,41820,5,5,5,4,5,5,4,5,경기도,경기,나홀로 여행,2023-06-19~2023-06-19,2,5,1,0
e003662,36,여,20,6,1,1,1,3,,4,,2,1,50,50130,42,42150,26,26350,5,3,2,2,4,4,3,5,세종특별자치시,서울,2인 여행(가족 외),2023-07-01~2023-07-01,3,1,2,1
e002485,11,여,30,6,5,2,4,11,,1,8,2,2,42,42820,42,42150,44,44825,1,1,6,4,6,3,7,7,서울특별시,인천,자녀 동반 여행,2023-06-09~2023-06-10,1,3,10,3
e007608,41,여,30,6,1,1,4,2,,5,12,3,5,42,42150,50,50110,26,26350,5,3,5,2,4,5,2,6,경기도,인천,2인 가족 여행,2023-09-05~2023-09-05,1,3,2,1
e008775,28,남,20,7,2,1,4,2,,1,3,2,1,11,11110,26,26350,26,26230,6,2,6,3,2,4,3,4,인천광역시,서울,나홀로 여행,2023-08-22~2023-08-22,2,1,4,0
